Algorithm Type,Changing Parameter,Time,Iterations,Time per Iteration,Value
Random,time_limit 100,326.0,1.0,326.0,310.0
Random,time_limit 100,235.0,2.0,117.5,315.0
Random,time_limit 100,131.0,2.0,65.5,333.0
Random,time_limit 100,148.0,3.0,49.333333333333336,307.0
Random,time_limit 100,135.0,3.0,45.0,335.0
Random,time_limit 100,110.0,3.0,36.666666666666664,299.0
Random,time_limit 100,113.0,3.0,37.666666666666664,318.0
Random,time_limit 100,106.0,3.0,35.333333333333336,324.0
Random,time_limit 100,108.0,3.0,36.0,284.0
Random,time_limit 100,127.0,3.0,42.333333333333336,333.0
Random,time_limit 100,136.0,3.0,45.333333333333336,305.0
Random,time_limit 100,105.0,2.0,52.5,319.0
Random,time_limit 100,137.0,3.0,45.666666666666664,314.0
Random,time_limit 100,123.0,3.0,41.0,326.0
Random,time_limit 100,128.0,3.0,42.666666666666664,310.0
Random,time_limit 100,121.0,3.0,40.333333333333336,331.0
Random,time_limit 100,106.0,3.0,35.333333333333336,304.0
Random,time_limit 100,109.0,3.0,36.333333333333336,289.0
Random,time_limit 100,104.0,3.0,34.666666666666664,327.0
Random,time_limit 100,116.0,3.0,38.666666666666664,322.0
Random,time_limit 100,110.0,3.0,36.666666666666664,301.0
Random,time_limit 100,113.0,3.0,37.666666666666664,320.0
Random,time_limit 100,103.0,3.0,34.333333333333336,302.0
Random,time_limit 100,117.0,3.0,39.0,312.0
Random,time_limit 100,103.0,3.0,34.333333333333336,325.0
Random,time_limit 100,123.0,3.0,41.0,300.0
Random,time_limit 100,104.0,3.0,34.666666666666664,306.0
Random,time_limit 100,113.0,3.0,37.666666666666664,325.0
Random,time_limit 100,104.0,3.0,34.666666666666664,330.0
Random,time_limit 100,104.0,3.0,34.666666666666664,328.0
Random,time_limit 100,105.0,3.0,35.0,331.0
Random,time_limit 100,103.0,3.0,34.333333333333336,306.0
Random,time_limit 100,107.0,3.0,35.666666666666664,326.0
Random,time_limit 100,112.0,3.0,37.333333333333336,312.0
Random,time_limit 100,101.0,3.0,33.666666666666664,330.0
Random,time_limit 100,108.0,3.0,36.0,298.0
Random,time_limit 100,108.0,3.0,36.0,298.0
Random,time_limit 100,109.0,3.0,36.333333333333336,321.0
Random,time_limit 100,108.0,3.0,36.0,297.0
Random,time_limit 100,112.0,3.0,37.333333333333336,322.0
Random,time_limit 100,108.0,3.0,36.0,309.0
Random,time_limit 100,112.0,3.0,37.333333333333336,317.0
