Algorithm Type,Changing Parameter,Time,Iterations,Time per Iteration,Value
Improved,time_limit 100,327.0,1.0,327.0,8562.0
Improved,time_limit 100,214.0,1.0,214.0,8695.0
Improved,time_limit 100,167.0,2.0,83.5,8614.0
Improved,time_limit 100,149.0,2.0,74.5,8663.0
Improved,time_limit 100,159.0,2.0,79.5,8585.0
Improved,time_limit 100,129.0,2.0,64.5,8536.0
Improved,time_limit 100,127.0,2.0,63.5,8749.0
Improved,time_limit 100,133.0,2.0,66.5,8588.0
Improved,time_limit 100,121.0,2.0,60.5,8600.0
Improved,time_limit 100,119.0,2.0,59.5,8523.0
Improved,time_limit 100,136.0,2.0,68.0,8320.0
Improved,time_limit 100,141.0,2.0,70.5,8712.0
Improved,time_limit 100,127.0,2.0,63.5,8762.0
Improved,time_limit 100,120.0,2.0,60.0,8639.0
Improved,time_limit 100,137.0,2.0,68.5,8774.0
Improved,time_limit 100,128.0,2.0,64.0,8827.0
Improved,time_limit 100,123.0,2.0,61.5,8894.0
Improved,time_limit 100,116.0,2.0,58.0,8784.0
Improved,time_limit 100,125.0,2.0,62.5,8490.0
Improved,time_limit 100,120.0,2.0,60.0,8710.0
Improved,time_limit 100,121.0,2.0,60.5,8949.0
Improved,time_limit 100,121.0,2.0,60.5,8543.0
Improved,time_limit 100,117.0,2.0,58.5,8655.0
Improved,time_limit 100,135.0,2.0,67.5,8794.0
Improved,time_limit 100,118.0,2.0,59.0,8529.0
Improved,time_limit 100,119.0,2.0,59.5,8571.0
Improved,time_limit 100,120.0,2.0,60.0,8764.0
Improved,time_limit 100,119.0,2.0,59.5,8450.0
Improved,time_limit 100,121.0,2.0,60.5,8840.0
Improved,time_limit 100,130.0,2.0,65.0,8672.0
Improved,time_limit 100,114.0,2.0,57.0,8592.0
Improved,time_limit 100,120.0,2.0,60.0,8745.0
Improved,time_limit 100,115.0,2.0,57.5,8614.0
Improved,time_limit 100,117.0,2.0,58.5,8741.0
Improved,time_limit 100,127.0,2.0,63.5,8638.0
Improved,time_limit 100,116.0,2.0,58.0,8610.0
Improved,time_limit 100,115.0,2.0,57.5,8731.0
Improved,time_limit 100,119.0,2.0,59.5,8579.0
Improved,time_limit 100,118.0,2.0,59.0,8916.0
Improved,time_limit 100,126.0,2.0,63.0,8617.0
Improved,time_limit 100,117.0,2.0,58.5,8693.0
Improved,time_limit 100,114.0,2.0,57.0,8526.0
Improved,time_limit 100,113.0,2.0,56.5,8735.0
Improved,time_limit 100,130.0,2.0,65.0,8711.0
Improved,time_limit 100,114.0,2.0,57.0,8566.0
Improved,time_limit 100,144.0,2.0,72.0,8881.0
Improved,time_limit 100,114.0,2.0,57.0,8795.0
Improved,time_limit 100,135.0,2.0,67.5,8798.0
Improved,time_limit 100,125.0,2.0,62.5,8498.0
Improved,time_limit 100,108.0,2.0,54.0,8673.0
Improved,time_limit 100,120.0,2.0,60.0,8471.0
Improved,time_limit 100,118.0,2.0,59.0,8602.0
Improved,time_limit 100,120.0,2.0,60.0,8798.0
Improved,time_limit 100,126.0,2.0,63.0,8615.0
Improved,time_limit 100,115.0,2.0,57.5,8636.0
Improved,time_limit 100,124.0,2.0,62.0,8607.0
Improved,time_limit 100,115.0,2.0,57.5,8692.0
Improved,time_limit 100,122.0,2.0,61.0,8647.0
Improved,time_limit 100,115.0,2.0,57.5,8714.0
Improved,time_limit 100,124.0,2.0,62.0,8506.0
Improved,time_limit 100,116.0,2.0,58.0,8583.0
Improved,time_limit 100,116.0,2.0,58.0,8793.0
Improved,time_limit 100,113.0,2.0,56.5,8655.0
Improved,time_limit 100,119.0,2.0,59.5,8353.0
Improved,time_limit 100,122.0,2.0,61.0,8654.0
Improved,time_limit 100,131.0,2.0,65.5,8590.0
Improved,time_limit 100,118.0,2.0,59.0,8670.0
Improved,time_limit 100,111.0,2.0,55.5,8789.0
Improved,time_limit 100,114.0,2.0,57.0,8640.0
Improved,time_limit 100,121.0,2.0,60.5,8699.0
Improved,time_limit 100,122.0,2.0,61.0,8540.0
Improved,time_limit 100,116.0,2.0,58.0,8568.0
Improved,time_limit 100,123.0,2.0,61.5,8594.0
Improved,time_limit 100,126.0,2.0,63.0,8734.0
Improved,time_limit 100,119.0,2.0,59.5,8626.0
Improved,time_limit 100,120.0,2.0,60.0,8820.0
Improved,time_limit 100,121.0,2.0,60.5,8677.0
Improved,time_limit 100,126.0,2.0,63.0,8622.0
Improved,time_limit 100,117.0,2.0,58.5,8777.0
Improved,time_limit 100,122.0,2.0,61.0,8654.0
Improved,time_limit 100,112.0,2.0,56.0,8672.0
Improved,time_limit 100,116.0,2.0,58.0,8454.0
Improved,time_limit 100,118.0,2.0,59.0,8868.0
Improved,time_limit 100,116.0,2.0,58.0,8661.0
Improved,time_limit 100,129.0,2.0,64.5,8545.0
Improved,time_limit 100,116.0,2.0,58.0,8766.0
Improved,time_limit 100,119.0,2.0,59.5,8730.0
Improved,time_limit 100,120.0,2.0,60.0,8745.0
Improved,time_limit 100,120.0,2.0,60.0,8803.0
Improved,time_limit 100,124.0,2.0,62.0,8379.0
Improved,time_limit 100,118.0,2.0,59.0,8649.0
Improved,time_limit 100,115.0,2.0,57.5,8693.0
Improved,time_limit 100,120.0,2.0,60.0,8521.0
Improved,time_limit 100,127.0,2.0,63.5,8690.0
Improved,time_limit 100,114.0,2.0,57.0,8616.0
Improved,time_limit 100,115.0,2.0,57.5,8532.0
Improved,time_limit 100,120.0,2.0,60.0,8789.0
Improved,time_limit 100,116.0,2.0,58.0,8620.0
Improved,time_limit 100,116.0,2.0,58.0,8596.0
Improved,time_limit 100,118.0,2.0,59.0,8707.0
