Algorithm Type,Changing Parameter,Time,Iterations,Time per Iteration,Value
Random,pool_size 20%,429.0,2.0,214.5,9874.0
Random,pool_size 20%,310.0,4.0,77.5,9912.0
Random,pool_size 20%,317.0,5.0,63.4,10075.0
Random,pool_size 20%,322.0,6.0,53.666666666666664,9552.0
Random,pool_size 20%,319.0,6.0,53.166666666666664,9960.0
Random,pool_size 20%,322.0,7.0,46.0,9143.0
Random,pool_size 20%,313.0,7.0,44.714285714285715,9521.0
Random,pool_size 20%,308.0,7.0,44.0,9805.0
Random,pool_size 20%,331.0,7.0,47.285714285714285,9795.0
Random,pool_size 20%,339.0,7.0,48.42857142857143,9990.0
Random,pool_size 20%,336.0,7.0,48.0,9375.0
Random,pool_size 20%,321.0,7.0,45.857142857142854,9283.0
Random,pool_size 20%,329.0,7.0,47.0,9601.0
Random,pool_size 20%,313.0,7.0,44.714285714285715,9179.0
Random,pool_size 20%,324.0,7.0,46.285714285714285,10192.0
Random,pool_size 20%,318.0,7.0,45.42857142857143,9683.0
Random,pool_size 20%,318.0,7.0,45.42857142857143,9454.0
Random,pool_size 20%,318.0,7.0,45.42857142857143,9842.0
Random,pool_size 20%,330.0,7.0,47.142857142857146,9453.0
Random,pool_size 20%,318.0,7.0,45.42857142857143,9858.0
Random,pool_size 20%,322.0,7.0,46.0,9218.0
Random,pool_size 20%,320.0,7.0,45.714285714285715,9523.0
Random,pool_size 20%,320.0,7.0,45.714285714285715,9627.0
Random,pool_size 20%,325.0,7.0,46.42857142857143,9434.0
Random,pool_size 20%,327.0,7.0,46.714285714285715,10011.0
Random,pool_size 20%,324.0,7.0,46.285714285714285,9901.0
Random,pool_size 20%,319.0,7.0,45.57142857142857,9598.0
Random,pool_size 20%,318.0,7.0,45.42857142857143,10173.0
Random,pool_size 20%,320.0,7.0,45.714285714285715,9411.0
Random,pool_size 20%,317.0,7.0,45.285714285714285,9978.0
Random,pool_size 20%,311.0,7.0,44.42857142857143,9784.0
Random,pool_size 20%,322.0,7.0,46.0,9521.0
