Algorithm Type,Changing Parameter,Time,Iterations,Time per Iteration,Value
Improved,pool_size 100%,634.0,1.0,634.0,8701.0
Improved,pool_size 100%,312.0,2.0,156.0,8449.0
Improved,pool_size 100%,415.0,3.0,138.33333333333334,8622.0
Improved,pool_size 100%,334.0,3.0,111.33333333333333,8660.0
Improved,pool_size 100%,337.0,3.0,112.33333333333333,8566.0
Improved,pool_size 100%,392.0,3.0,130.66666666666666,8638.0
Improved,pool_size 100%,333.0,3.0,111.0,8463.0
Improved,pool_size 100%,333.0,3.0,111.0,8647.0
Improved,pool_size 100%,351.0,3.0,117.0,8473.0
Improved,pool_size 100%,351.0,3.0,117.0,8505.0
Improved,pool_size 100%,379.0,3.0,126.33333333333333,8736.0
Improved,pool_size 100%,339.0,3.0,113.0,8695.0
Improved,pool_size 100%,341.0,3.0,113.66666666666667,8663.0
Improved,pool_size 100%,324.0,3.0,108.0,8685.0
Improved,pool_size 100%,331.0,3.0,110.33333333333333,8669.0
Improved,pool_size 100%,335.0,3.0,111.66666666666667,8714.0
Improved,pool_size 100%,329.0,3.0,109.66666666666667,8748.0
Improved,pool_size 100%,329.0,3.0,109.66666666666667,8770.0
Improved,pool_size 100%,318.0,3.0,106.0,8639.0
Improved,pool_size 100%,329.0,3.0,109.66666666666667,8457.0
Improved,pool_size 100%,329.0,3.0,109.66666666666667,8713.0
Improved,pool_size 100%,331.0,3.0,110.33333333333333,8687.0
Improved,pool_size 100%,349.0,3.0,116.33333333333333,8594.0
Improved,pool_size 100%,332.0,3.0,110.66666666666667,8671.0
Improved,pool_size 100%,326.0,3.0,108.66666666666667,8503.0
Improved,pool_size 100%,315.0,3.0,105.0,8715.0
Improved,pool_size 100%,328.0,3.0,109.33333333333333,8643.0
Improved,pool_size 100%,323.0,3.0,107.66666666666667,8401.0
Improved,pool_size 100%,320.0,3.0,106.66666666666667,8729.0
Improved,pool_size 100%,326.0,3.0,108.66666666666667,8788.0
Improved,pool_size 100%,326.0,3.0,108.66666666666667,8448.0
Improved,pool_size 100%,331.0,3.0,110.33333333333333,8627.0
Improved,pool_size 100%,322.0,3.0,107.33333333333333,8549.0
Improved,pool_size 100%,324.0,3.0,108.0,8538.0
Improved,pool_size 100%,333.0,3.0,111.0,8692.0
Improved,pool_size 100%,321.0,3.0,107.0,8318.0
Improved,pool_size 100%,323.0,3.0,107.66666666666667,8472.0
Improved,pool_size 100%,325.0,3.0,108.33333333333333,8718.0
Improved,pool_size 100%,321.0,3.0,107.0,8772.0
Improved,pool_size 100%,325.0,3.0,108.33333333333333,8633.0
Improved,pool_size 100%,327.0,3.0,109.0,8797.0
Improved,pool_size 100%,326.0,3.0,108.66666666666667,8661.0
Improved,pool_size 100%,385.0,3.0,128.33333333333334,8601.0
Improved,pool_size 100%,359.0,3.0,119.66666666666667,8671.0
Improved,pool_size 100%,361.0,3.0,120.33333333333333,8467.0
Improved,pool_size 100%,325.0,3.0,108.33333333333333,8626.0
Improved,pool_size 100%,361.0,3.0,120.33333333333333,8416.0
Improved,pool_size 100%,346.0,3.0,115.33333333333333,8731.0
Improved,pool_size 100%,325.0,3.0,108.33333333333333,8499.0
Improved,pool_size 100%,331.0,3.0,110.33333333333333,8756.0
Improved,pool_size 100%,339.0,3.0,113.0,8755.0
Improved,pool_size 100%,353.0,3.0,117.66666666666667,8633.0
Improved,pool_size 100%,332.0,3.0,110.66666666666667,8732.0
Improved,pool_size 100%,320.0,3.0,106.66666666666667,8644.0
Improved,pool_size 100%,344.0,3.0,114.66666666666667,8650.0
