Algorithm Type,Changing Parameter,Time,Iterations,Time per Iteration,Value
Random,time_limit 500,515.0,2.0,257.5,326.0
Random,time_limit 500,522.0,10.0,52.2,290.0
Random,time_limit 500,502.0,14.0,35.857142857142854,286.0
Random,time_limit 500,515.0,13.0,39.61538461538461,280.0
Random,time_limit 500,512.0,15.0,34.13333333333333,279.0
Random,time_limit 500,512.0,15.0,34.13333333333333,286.0
Random,time_limit 500,520.0,16.0,32.5,262.0
Random,time_limit 500,518.0,15.0,34.53333333333333,279.0
Random,time_limit 500,520.0,16.0,32.5,279.0
Random,time_limit 500,516.0,16.0,32.25,290.0
Random,time_limit 500,515.0,16.0,32.1875,287.0
Random,time_limit 500,519.0,16.0,32.4375,256.0
Random,time_limit 500,516.0,16.0,32.25,293.0
Random,time_limit 500,507.0,15.0,33.8,265.0
Random,time_limit 500,527.0,15.0,35.13333333333333,281.0
Random,time_limit 500,521.0,16.0,32.5625,259.0
Random,time_limit 500,508.0,15.0,33.86666666666667,313.0
Random,time_limit 500,519.0,14.0,37.07142857142857,255.0
Random,time_limit 500,530.0,16.0,33.125,303.0
Random,time_limit 500,518.0,16.0,32.375,281.0
Random,time_limit 500,537.0,16.0,33.5625,287.0
Random,time_limit 500,526.0,16.0,32.875,280.0
Random,time_limit 500,526.0,16.0,32.875,266.0
Random,time_limit 500,523.0,16.0,32.6875,301.0
Random,time_limit 500,521.0,16.0,32.5625,256.0
Random,time_limit 500,522.0,16.0,32.625,274.0
Random,time_limit 500,517.0,16.0,32.3125,277.0
Random,time_limit 500,525.0,16.0,32.8125,256.0
Random,time_limit 500,523.0,16.0,32.6875,287.0
Random,time_limit 500,523.0,16.0,32.6875,268.0
Random,time_limit 500,527.0,16.0,32.9375,290.0
Random,time_limit 500,520.0,16.0,32.5,268.0
Random,time_limit 500,520.0,16.0,32.5,274.0
Random,time_limit 500,505.0,15.0,33.666666666666664,280.0
Random,time_limit 500,522.0,16.0,32.625,261.0
Random,time_limit 500,518.0,16.0,32.375,288.0
Random,time_limit 500,505.0,15.0,33.666666666666664,267.0
Random,time_limit 500,544.0,14.0,38.857142857142854,270.0
Random,time_limit 500,525.0,14.0,37.5,290.0
Random,time_limit 500,521.0,16.0,32.5625,278.0
Random,time_limit 500,525.0,16.0,32.8125,281.0
Random,time_limit 500,522.0,16.0,32.625,263.0
Random,time_limit 500,523.0,16.0,32.6875,280.0
Random,time_limit 500,518.0,16.0,32.375,286.0
Random,time_limit 500,520.0,16.0,32.5,274.0
Random,time_limit 500,527.0,16.0,32.9375,259.0
Random,time_limit 500,513.0,16.0,32.0625,270.0
Random,time_limit 500,506.0,15.0,33.733333333333334,262.0
Random,time_limit 500,529.0,16.0,33.0625,281.0
Random,time_limit 500,520.0,16.0,32.5,250.0
Random,time_limit 500,533.0,13.0,41.0,290.0
Random,time_limit 500,514.0,15.0,34.266666666666666,282.0
Random,time_limit 500,522.0,16.0,32.625,262.0
Random,time_limit 500,519.0,16.0,32.4375,269.0
Random,time_limit 500,518.0,16.0,32.375,295.0
Random,time_limit 500,517.0,15.0,34.46666666666667,258.0
Random,time_limit 500,529.0,16.0,33.0625,278.0
Random,time_limit 500,524.0,16.0,32.75,268.0
Random,time_limit 500,519.0,15.0,34.6,283.0
Random,time_limit 500,510.0,15.0,34.0,269.0
Random,time_limit 500,518.0,15.0,34.53333333333333,261.0
Random,time_limit 500,501.0,15.0,33.4,279.0
Random,time_limit 500,527.0,16.0,32.9375,279.0
Random,time_limit 500,523.0,16.0,32.6875,287.0
Random,time_limit 500,524.0,16.0,32.75,277.0
Random,time_limit 500,520.0,16.0,32.5,267.0
Random,time_limit 500,527.0,16.0,32.9375,269.0
Random,time_limit 500,521.0,16.0,32.5625,270.0
Random,time_limit 500,521.0,16.0,32.5625,297.0
Random,time_limit 500,520.0,16.0,32.5,273.0
Random,time_limit 500,511.0,15.0,34.06666666666667,298.0
Random,time_limit 500,521.0,16.0,32.5625,263.0
Random,time_limit 500,529.0,16.0,33.0625,292.0
Random,time_limit 500,528.0,16.0,33.0,280.0
Random,time_limit 500,522.0,16.0,32.625,257.0
Random,time_limit 500,518.0,16.0,32.375,273.0
Random,time_limit 500,517.0,16.0,32.3125,300.0
Random,time_limit 500,525.0,16.0,32.8125,285.0
Random,time_limit 500,531.0,16.0,33.1875,278.0
Random,time_limit 500,524.0,16.0,32.75,320.0
Random,time_limit 500,519.0,16.0,32.4375,274.0
Random,time_limit 500,512.0,16.0,32.0,277.0
Random,time_limit 500,524.0,16.0,32.75,272.0
Random,time_limit 500,520.0,16.0,32.5,286.0
Random,time_limit 500,516.0,16.0,32.25,280.0
Random,time_limit 500,516.0,16.0,32.25,273.0
Random,time_limit 500,522.0,16.0,32.625,269.0
Random,time_limit 500,523.0,16.0,32.6875,294.0
Random,time_limit 500,522.0,16.0,32.625,290.0
Random,time_limit 500,516.0,16.0,32.25,293.0
Random,time_limit 500,520.0,12.0,43.333333333333336,303.0
Random,time_limit 500,528.0,15.0,35.2,284.0
Random,time_limit 500,501.0,15.0,33.4,277.0
Random,time_limit 500,533.0,16.0,33.3125,280.0
Random,time_limit 500,510.0,15.0,34.0,300.0
Random,time_limit 500,512.0,15.0,34.13333333333333,283.0
Random,time_limit 500,523.0,16.0,32.6875,281.0
Random,time_limit 500,523.0,16.0,32.6875,278.0
Random,time_limit 500,521.0,16.0,32.5625,272.0
Random,time_limit 500,519.0,16.0,32.4375,282.0
