Algorithm Type,Changing Parameter,Time,Iterations,Time per Iteration,Value
Improved,mutation_rate 30%,437.0,1.0,437.0,8687.0
Improved,mutation_rate 30%,314.0,2.0,157.0,8514.0
Improved,mutation_rate 30%,381.0,4.0,95.25,8627.0
Improved,mutation_rate 30%,331.0,5.0,66.2,8521.0
Improved,mutation_rate 30%,339.0,5.0,67.8,8821.0
Improved,mutation_rate 30%,345.0,6.0,57.5,8539.0
Improved,mutation_rate 30%,329.0,6.0,54.833333333333336,8693.0
Improved,mutation_rate 30%,332.0,6.0,55.333333333333336,8715.0
Improved,mutation_rate 30%,340.0,6.0,56.666666666666664,8734.0
Improved,mutation_rate 30%,313.0,5.0,62.6,8562.0
Improved,mutation_rate 30%,332.0,6.0,55.333333333333336,8494.0
Improved,mutation_rate 30%,332.0,6.0,55.333333333333336,8735.0
Improved,mutation_rate 30%,326.0,6.0,54.333333333333336,8502.0
Improved,mutation_rate 30%,323.0,6.0,53.833333333333336,8548.0
Improved,mutation_rate 30%,325.0,6.0,54.166666666666664,8780.0
Improved,mutation_rate 30%,324.0,6.0,54.0,8590.0
Improved,mutation_rate 30%,330.0,6.0,55.0,8753.0
Improved,mutation_rate 30%,327.0,6.0,54.5,8462.0
Improved,mutation_rate 30%,328.0,6.0,54.666666666666664,8678.0
Improved,mutation_rate 30%,333.0,6.0,55.5,8531.0
Improved,mutation_rate 30%,328.0,6.0,54.666666666666664,8498.0
Improved,mutation_rate 30%,334.0,6.0,55.666666666666664,8539.0
Improved,mutation_rate 30%,334.0,6.0,55.666666666666664,8827.0
Improved,mutation_rate 30%,337.0,6.0,56.166666666666664,8504.0
Improved,mutation_rate 30%,322.0,6.0,53.666666666666664,8687.0
Improved,mutation_rate 30%,325.0,6.0,54.166666666666664,8341.0
Improved,mutation_rate 30%,336.0,6.0,56.0,8737.0
Improved,mutation_rate 30%,330.0,6.0,55.0,8753.0
Improved,mutation_rate 30%,337.0,6.0,56.166666666666664,8797.0
Improved,mutation_rate 30%,328.0,6.0,54.666666666666664,8419.0
Improved,mutation_rate 30%,323.0,6.0,53.833333333333336,8700.0
Improved,mutation_rate 30%,323.0,6.0,53.833333333333336,8633.0
Improved,mutation_rate 30%,327.0,6.0,54.5,8668.0
Improved,mutation_rate 30%,332.0,6.0,55.333333333333336,8408.0
Improved,mutation_rate 30%,323.0,6.0,53.833333333333336,8653.0
Improved,mutation_rate 30%,326.0,6.0,54.333333333333336,8730.0
Improved,mutation_rate 30%,325.0,6.0,54.166666666666664,8656.0
Improved,mutation_rate 30%,319.0,6.0,53.166666666666664,8781.0
Improved,mutation_rate 30%,325.0,6.0,54.166666666666664,8622.0
Improved,mutation_rate 30%,319.0,6.0,53.166666666666664,8711.0
Improved,mutation_rate 30%,330.0,6.0,55.0,8677.0
Improved,mutation_rate 30%,327.0,6.0,54.5,8524.0
Improved,mutation_rate 30%,320.0,6.0,53.333333333333336,8585.0
Improved,mutation_rate 30%,333.0,6.0,55.5,8651.0
Improved,mutation_rate 30%,327.0,6.0,54.5,8688.0
Improved,mutation_rate 30%,327.0,6.0,54.5,8716.0
Improved,mutation_rate 30%,329.0,6.0,54.833333333333336,8505.0
Improved,mutation_rate 30%,327.0,6.0,54.5,8657.0
Improved,mutation_rate 30%,328.0,6.0,54.666666666666664,8653.0
Improved,mutation_rate 30%,327.0,6.0,54.5,8549.0
Improved,mutation_rate 30%,328.0,6.0,54.666666666666664,8384.0
Improved,mutation_rate 30%,319.0,6.0,53.166666666666664,8462.0
Improved,mutation_rate 30%,321.0,6.0,53.5,8646.0
Improved,mutation_rate 30%,312.0,5.0,62.4,8652.0
Improved,mutation_rate 30%,328.0,6.0,54.666666666666664,8612.0
Improved,mutation_rate 30%,326.0,6.0,54.333333333333336,8587.0
Improved,mutation_rate 30%,325.0,6.0,54.166666666666664,8746.0
Improved,mutation_rate 30%,326.0,6.0,54.333333333333336,8642.0
Improved,mutation_rate 30%,327.0,6.0,54.5,8852.0
Improved,mutation_rate 30%,327.0,6.0,54.5,8715.0
Improved,mutation_rate 30%,332.0,6.0,55.333333333333336,8689.0
Improved,mutation_rate 30%,321.0,6.0,53.5,8727.0
Improved,mutation_rate 30%,329.0,6.0,54.833333333333336,8175.0
Improved,mutation_rate 30%,322.0,6.0,53.666666666666664,8745.0
Improved,mutation_rate 30%,327.0,6.0,54.5,8751.0
Improved,mutation_rate 30%,335.0,6.0,55.833333333333336,8663.0
Improved,mutation_rate 30%,318.0,6.0,53.0,8918.0
Improved,mutation_rate 30%,328.0,6.0,54.666666666666664,8511.0
Improved,mutation_rate 30%,328.0,6.0,54.666666666666664,8561.0
Improved,mutation_rate 30%,337.0,6.0,56.166666666666664,8528.0
Improved,mutation_rate 30%,326.0,6.0,54.333333333333336,8503.0
Improved,mutation_rate 30%,323.0,6.0,53.833333333333336,8728.0
Improved,mutation_rate 30%,325.0,6.0,54.166666666666664,8683.0
Improved,mutation_rate 30%,320.0,6.0,53.333333333333336,8698.0
Improved,mutation_rate 30%,326.0,6.0,54.333333333333336,8611.0
Improved,mutation_rate 30%,320.0,6.0,53.333333333333336,8562.0
Improved,mutation_rate 30%,348.0,6.0,58.0,8420.0
Improved,mutation_rate 30%,331.0,6.0,55.166666666666664,8720.0
Improved,mutation_rate 30%,322.0,6.0,53.666666666666664,8653.0
Improved,mutation_rate 30%,328.0,6.0,54.666666666666664,8683.0
Improved,mutation_rate 30%,321.0,6.0,53.5,8592.0
Improved,mutation_rate 30%,333.0,6.0,55.5,8682.0
Improved,mutation_rate 30%,328.0,6.0,54.666666666666664,8650.0
Improved,mutation_rate 30%,322.0,6.0,53.666666666666664,8728.0
