Algorithm Type,Changing Parameter,Time,Iterations,Time per Iteration,Value
Random,pool_size 20%,359.0,1.0,359.0,8331.0
Random,pool_size 20%,396.0,3.0,132.0,7964.0
Random,pool_size 20%,356.0,5.0,71.2,8242.0
Random,pool_size 20%,335.0,6.0,55.833333333333336,7561.0
Random,pool_size 20%,321.0,6.0,53.5,7778.0
Random,pool_size 20%,314.0,6.0,52.333333333333336,7679.0
Random,pool_size 20%,348.0,7.0,49.714285714285715,7671.0
Random,pool_size 20%,329.0,7.0,47.0,7557.0
Random,pool_size 20%,335.0,7.0,47.857142857142854,8108.0
Random,pool_size 20%,329.0,7.0,47.0,7584.0
Random,pool_size 20%,301.0,6.0,50.166666666666664,7369.0
Random,pool_size 20%,336.0,7.0,48.0,7651.0
Random,pool_size 20%,329.0,7.0,47.0,7888.0
Random,pool_size 20%,320.0,7.0,45.714285714285715,7754.0
Random,pool_size 20%,319.0,7.0,45.57142857142857,7417.0
Random,pool_size 20%,325.0,7.0,46.42857142857143,7293.0
Random,pool_size 20%,322.0,7.0,46.0,7678.0
Random,pool_size 20%,324.0,7.0,46.285714285714285,7428.0
Random,pool_size 20%,323.0,7.0,46.142857142857146,7770.0
Random,pool_size 20%,326.0,7.0,46.57142857142857,7821.0
Random,pool_size 20%,325.0,7.0,46.42857142857143,8095.0
Random,pool_size 20%,325.0,7.0,46.42857142857143,7895.0
Random,pool_size 20%,324.0,7.0,46.285714285714285,8074.0
Random,pool_size 20%,317.0,7.0,45.285714285714285,7908.0
Random,pool_size 20%,313.0,6.0,52.166666666666664,8013.0
Random,pool_size 20%,323.0,7.0,46.142857142857146,7445.0
Random,pool_size 20%,326.0,7.0,46.57142857142857,7258.0
Random,pool_size 20%,316.0,5.0,63.2,7835.0
Random,pool_size 20%,317.0,7.0,45.285714285714285,7749.0
Random,pool_size 20%,320.0,7.0,45.714285714285715,7557.0
Random,pool_size 20%,328.0,7.0,46.857142857142854,7951.0
Random,pool_size 20%,323.0,7.0,46.142857142857146,7890.0
Random,pool_size 20%,316.0,7.0,45.142857142857146,8152.0
Random,pool_size 20%,325.0,7.0,46.42857142857143,7187.0
Random,pool_size 20%,338.0,7.0,48.285714285714285,7788.0
Random,pool_size 20%,316.0,7.0,45.142857142857146,8017.0
Random,pool_size 20%,320.0,7.0,45.714285714285715,7994.0
Random,pool_size 20%,318.0,7.0,45.42857142857143,7817.0
Random,pool_size 20%,322.0,7.0,46.0,7716.0
